Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
489.0,Freddie Gillespie,24,ORL,PF,9.0,2.0,119.0,9.5,0.419,0.045,0.318,11.5,20.5,16.0,5.9,1.2,6.9,16.6,10.9,-0.1,0.2,0.1,0.049,-5.6,1.0,-4.6,-0.1,,gillefr01
490.0,Jabari Parker,26,BOS,PF,12.0,0.0,112.0,14.8,0.632,0.421,0.237,5.0,21.7,13.5,7.9,1.8,0.8,16.0,19.6,0.1,0.2,0.3,0.141,-0.3,1.1,0.7,0.1,,parkeja01
491.0,Derrick Walton,26,DET,PG,3.0,3.0,108.0,5.9,0.342,0.5,0.154,1.9,8.4,5.0,26.4,3.2,3.3,28.4,15.4,-0.3,0.1,-0.2,-0.071,-5.3,1.0,-4.3,-0.1,,waltode01
492.0,Jeff Dowtin Jr,24,3TM,PG,9.0,0.0,108.0,6.8,0.353,0.346,0.077,7.9,9.8,8.9,12.7,2.2,0.9,15.7,12.8,-0.1,0.1,0.0,-0.01,-5.7,0.1,-5.6,-0.1,,dowtije01
492.0,Jeff Dowtin Jr,24,GSW,PG,4.0,0.0,28.0,9.5,0.5,0.167,0.0,4.0,22.7,13.7,14.6,0.0,3.4,14.3,10.9,0.0,0.0,0.1,0.089,-4.3,0.7,-3.6,0.0,,dowtije01
492.0,Jeff Dowtin Jr,24,MIL,PG,1.0,0.0,3.0,-12.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,0.0,0.0,0.0,-0.344,-15.7,-6.9,-22.6,0.0,,dowtije01
492.0,Jeff Dowtin Jr,24,ORL,PG,4.0,0.0,77.0,6.5,0.327,0.368,0.105,9.6,5.5,7.5,12.5,3.1,0.0,16.8,13.4,-0.1,0.1,-0.1,-0.033,-5.8,0.2,-5.6,-0.1,,dowtije01
493.0,Langston Galloway,30,2TM,SG,7.0,0.0,107.0,0.7,0.269,0.615,0.0,3.1,14.7,9.0,13.7,0.4,0.0,18.8,12.8,-0.3,0.1,-0.2,-0.1,-8.0,-1.8,-9.8,-0.2,,gallola01
493.0,Langston Galloway,30,BRK,SG,4.0,0.0,58.0,1.8,0.462,0.615,0.0,1.9,12.8,7.5,11.0,0.0,0.0,27.8,13.3,-0.1,0.0,-0.1,-0.072,-7.7,-2.8,-10.4,-0.1,,gallola01
493.0,Langston Galloway,30,MIL,SG,3.0,0.0,49.0,-0.6,0.077,0.615,0.0,4.4,17.0,10.8,16.9,1.0,0.0,7.1,12.2,-0.2,0.0,-0.1,-0.133,-8.5,-0.6,-9.1,-0.1,,gallola01
494.0,Louis King,22,SAC,SF,10.0,0.0,104.0,8.1,0.438,0.574,0.213,0.0,12.7,6.3,12.5,0.9,0.8,0.0,21.2,0.0,0.0,0.0,0.0,-3.0,-1.6,-4.6,-0.1,,kinglo02
495.0,Chaundee Brown Jr,23,2TM,SF,5.0,2.0,104.0,6.4,0.447,0.563,0.188,1.1,15.7,8.4,5.1,0.9,0.0,2.8,14.9,0.0,0.0,0.0,0.002,-4.3,-2.4,-6.6,-0.1,,brownch05
495.0,Chaundee Brown Jr,23,LAL,SF,2.0,0.0,21.0,-8.7,0.143,0.429,0.0,0.0,10.2,5.1,0.0,0.0,0.0,12.5,16.4,-0.1,0.0,-0.1,-0.306,-11.6,-5.0,-16.6,-0.1,,brownch05
495.0,Chaundee Brown Jr,23,ATL,SG,3.0,2.0,83.0,10.3,0.525,0.6,0.24,1.3,17.0,9.2,6.4,1.2,0.0,0.0,14.6,0.1,0.0,0.1,0.08,-2.4,-1.7,-4.1,0.0,,brownch05
496.0,Luke Kornet,26,3TM,C,15.0,0.0,103.0,16.6,0.506,0.185,0.222,14.0,16.4,15.2,12.4,1.4,2.6,0.0,12.7,0.2,0.2,0.4,0.194,-0.9,0.4,-0.5,0.0,,kornelu01
496.0,Luke Kornet,26,CLE,C,2.0,0.0,15.0,8.7,0.316,0.2,0.6,15.1,7.2,11.1,8.8,0.0,5.9,0.0,18.6,0.0,0.0,0.0,0.008,-6.7,-3.2,-9.9,0.0,,kornelu01
496.0,Luke Kornet,26,MIL,C,1.0,0.0,3.0,-5.0,0.0,0.0,0.0,36.1,0.0,17.7,0.0,0.0,0.0,0.0,14.2,0.0,0.0,0.0,-0.154,-14.2,-10.5,-24.7,0.0,,kornelu01
496.0,Luke Kornet,26,BOS,C,12.0,0.0,85.0,18.8,0.582,0.19,0.143,13.0,18.6,15.9,13.5,1.8,2.1,0.0,11.6,0.3,0.2,0.4,0.239,0.6,1.4,2.1,0.1,,kornelu01
497.0,Chris Silva,25,2TM,PF,10.0,0.0,91.0,11.6,0.641,0.0,0.8,16.5,28.2,22.4,10.6,0.0,1.2,28.3,13.8,0.1,0.1,0.3,0.137,-5.0,0.1,-4.9,-0.1,,silvach01
497.0,Chris Silva,25,MIN,PF,1.0,0.0,3.0,3.8,,,,0.0,36.6,17.9,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.052,-5.3,-0.5,-5.8,0.0,,silvach01
497.0,Chris Silva,25,MIA,PF,9.0,0.0,88.0,11.9,0.641,0.0,0.8,17.0,27.9,22.6,10.9,0.0,1.2,28.3,14.3,0.1,0.1,0.3,0.14,-5.0,0.1,-4.9,-0.1,,silvach01
498.0,Tyler Johnson,29,2TM,PG,6.0,0.0,91.0,7.1,0.425,0.65,0.0,3.5,10.7,7.1,9.5,1.6,2.8,9.1,10.5,0.0,0.1,0.1,0.033,-3.9,0.8,-3.0,0.0,,johnsty01
498.0,Tyler Johnson,29,PHI,PG,3.0,0.0,38.0,9.4,0.55,0.7,0.0,3.0,14.4,8.8,7.4,1.3,2.4,9.1,13.0,0.0,0.0,0.1,0.072,-2.4,0.5,-2.0,0.0,,johnsty01
498.0,Tyler Johnson,29,SAS,PG,3.0,0.0,53.0,5.5,0.3,0.6,0.0,3.9,8.0,5.9,11.0,1.8,3.2,9.1,8.8,0.0,0.0,0.0,0.006,-4.9,1.1,-3.8,0.0,,johnsty01
499.0,Devon Dotson,22,CHI,PG,11.0,0.0,85.0,9.8,0.538,0.391,0.391,1.3,10.5,6.0,23.9,0.6,0.0,15.6,16.6,0.1,0.0,0.1,0.048,-3.4,-1.5,-4.9,-0.1,,dotsode01
500.0,Udonis Haslem,41,MIA,C,13.0,0.0,83.0,8.6,0.495,0.129,0.097,5.6,28.2,17.1,7.4,0.6,1.3,13.4,20.0,-0.1,0.1,0.1,0.033,-6.4,-0.7,-7.1,-0.1,,hasleud01
501.0,Wes Iwundu,27,ATL,SF,3.0,1.0,82.0,7.1,0.557,0.278,0.222,4.0,13.3,8.7,0.0,0.6,0.0,4.8,11.1,0.1,0.0,0.1,0.046,-4.1,-2.7,-6.8,-0.1,,iwundwe01
502.0,Bol Bol,22,DEN,PF,14.0,0.0,81.0,13.5,0.565,0.148,0.185,5.7,21.4,13.8,9.1,0.6,2.2,12.0,18.0,0.0,0.1,0.1,0.065,-0.5,-0.4,-1.0,0.0,,bolbo01
503.0,Carsen Edwards,23,DET,SG,4.0,0.0,79.0,5.5,0.378,0.533,0.033,2.6,5.8,4.1,26.2,1.2,0.0,14.1,19.2,-0.1,0.0,-0.1,-0.075,-6.0,-3.4,-9.3,-0.1,,edwarca01
504.0,Ryan Arcidiacono,27,NYK,PG,10.0,0.0,76.0,6.1,0.667,0.75,0.0,0.0,11.5,5.7,7.5,0.7,0.0,20.0,8.6,0.0,0.1,0.1,0.052,-4.6,0.0,-4.6,-0.1,,arcidry01
505.0,Tyrone Wallace,27,NOP,SG,6.0,0.0,75.0,2.5,0.383,0.4,0.25,0.0,12.1,5.9,1.8,2.0,1.3,8.3,13.9,-0.2,0.1,-0.1,-0.057,-7.7,-0.6,-8.2,-0.1,,wallaty01
506.0,Isaiah Todd,20,WAS,PF,12.0,0.0,74.0,4.7,0.349,0.615,0.231,4.6,13.3,9.0,7.3,2.7,2.3,12.3,19.6,-0.2,0.1,-0.2,-0.104,-5.7,-1.2,-6.9,-0.1,,toddis01
507.0,Trevelin Queen,24,HOU,SG,10.0,0.0,74.0,18.2,0.619,0.727,0.121,10.3,13.4,11.9,8.8,3.2,1.2,16.8,23.9,0.1,0.1,0.1,0.08,2.7,-0.8,1.9,0.1,,queentr01
508.0,Aleem Ford,24,ORL,SF,5.0,0.0,74.0,0.5,0.35,0.75,0.0,2.8,18.6,10.7,3.8,0.7,0.0,16.7,14.0,-0.2,0.1,-0.2,-0.103,-9.1,-2.2,-11.4,-0.2,,fordal03
509.0,Quinndary Weatherspoon,25,GSW,SG,11.0,0.0,73.0,12.0,0.647,0.238,0.238,3.1,17.4,10.5,10.1,0.7,1.3,11.5,15.7,0.1,0.1,0.2,0.148,-4.5,0.1,-4.4,0.0,,weathqu01
510.0,Yves Pons,22,MEM,SF,12.0,0.0,71.0,5.9,0.385,0.563,0.125,7.2,10.6,8.8,1.7,0.7,5.0,5.6,10.3,0.0,0.1,0.0,0.03,-4.9,-1.7,-6.6,-0.1,,ponsyv01
511.0,Rayjon Tucker,24,2TM,SG,5.0,0.0,71.0,17.7,0.869,0.556,0.778,4.7,7.5,6.1,18.1,2.7,0.0,7.6,7.9,0.3,0.1,0.4,0.243,2.3,1.2,3.5,0.1,,tuckera01
511.0,Rayjon Tucker,24,DEN,SG,3.0,0.0,29.0,13.6,0.798,1.0,2.0,4.0,11.2,7.7,16.7,1.7,0.0,0.0,5.7,0.1,0.0,0.1,0.213,0.6,1.3,1.9,0.0,,tuckera01
511.0,Rayjon Tucker,24,MIL,SG,2.0,0.0,42.0,20.5,0.901,0.429,0.429,5.2,4.9,5.1,19.1,3.4,0.0,10.7,9.5,0.2,0.0,0.2,0.264,3.5,1.1,4.6,0.1,,tuckera01
512.0,Isaac Bonga,22,TOR,SF,15.0,0.0,69.0,8.7,0.363,0.308,0.615,6.0,5.0,5.5,7.3,5.8,2.8,10.8,11.5,-0.1,0.1,0.1,0.06,-5.4,5.0,-0.4,0.0,,bongais01
513.0,Brandon Knight,30,DAL,PG,5.0,0.0,65.0,13.0,0.561,0.68,0.32,0.0,13.7,6.8,18.6,0.8,0.0,12.3,22.5,0.1,0.1,0.1,0.091,-2.7,-1.9,-4.6,0.0,,knighbr03
514.0,BJ Johnson,26,ORL,SF,4.0,0.0,65.0,12.1,0.52,0.4,0.0,9.7,14.7,12.2,0.0,0.0,1.4,0.0,16.7,0.1,0.0,0.1,0.065,-0.7,-3.9,-4.7,0.0,,johnsbj01
515.0,Kai Jones,21,CHO,C,21.0,0.0,63.0,9.2,0.628,0.143,0.571,5.0,13.7,9.2,8.6,0.8,3.0,25.5,15.9,0.0,0.0,0.0,0.009,-5.2,-1.4,-6.6,-0.1,,joneska01
516.0,RJ Nembhard Jr,22,CLE,SG,14.0,0.0,63.0,8.0,0.38,0.111,0.222,5.4,6.9,6.1,26.1,0.8,0.0,13.2,16.0,0.0,0.0,0.0,0.01,-4.4,-1.5,-6.0,-0.1,,nembhrj01
517.0,Malik Fitts,24,2TM,PF,15.0,0.0,63.0,10.7,0.553,0.526,0.0,3.5,25.2,14.7,12.7,0.0,0.0,9.5,14.6,0.1,0.1,0.1,0.097,-0.6,-0.5,-1.1,0.0,,fittsma01
517.0,Malik Fitts,24,UTA,PF,7.0,0.0,35.0,-1.6,0.333,0.444,0.0,0.0,30.3,15.6,0.0,0.0,0.0,18.2,13.7,-0.1,0.0,-0.1,-0.104,-7.9,-1.9,-9.8,-0.1,,fittsma01
517.0,Malik Fitts,24,BOS,PF,8.0,0.0,28.0,26.1,0.75,0.6,0.0,7.9,18.8,13.5,28.6,0.0,0.0,0.0,15.7,0.2,0.0,0.2,0.348,8.6,1.2,9.8,0.1,,fittsma01
518.0,Brodric Thomas,25,BOS,SG,12.0,0.0,60.0,10.0,0.52,0.5,0.278,3.7,14.1,9.0,26.0,0.8,1.5,22.9,19.2,0.0,0.1,0.1,0.052,-3.6,0.8,-2.8,0.0,,thomabr01
519.0,Tacko Fall,26,CLE,C,11.0,1.0,59.0,11.3,0.398,0.0,0.583,13.4,29.4,21.6,4.6,0.0,9.1,16.6,13.6,-0.1,0.1,0.1,0.043,-4.1,0.8,-3.4,0.0,,fallta01
520.0,Sam Merrill,25,MEM,SG,6.0,0.0,58.0,7.5,0.485,0.958,0.167,1.8,11.1,6.3,9.0,0.0,0.0,7.2,19.6,0.0,0.0,0.0,0.029,-2.2,-3.4,-5.6,-0.1,,merrisa01
521.0,Gabriel Deck,26,OKC,PF,7.0,0.0,56.0,11.5,0.643,0.286,0.0,1.8,9.3,5.5,13.7,0.9,0.0,12.5,12.3,0.1,0.0,0.1,0.08,-1.2,-1.3,-2.5,0.0,,deckga01
522.0,James Ennis III,31,3TM,SF,7.0,0.0,56.0,17.7,0.553,0.333,0.208,9.9,13.1,11.6,7.4,1.7,3.1,7.1,22.0,0.1,0.1,0.1,0.114,-0.1,-1.0,-1.1,0.0,,ennisja01
522.0,James Ennis III,31,BRK,SF,2.0,0.0,14.0,14.7,0.357,0.286,0.0,16.0,22.7,19.4,0.0,3.5,6.4,0.0,21.5,0.0,0.0,0.0,0.034,-0.5,-0.6,-1.1,0.0,,ennisja01
522.0,James Ennis III,31,LAC,SF,2.0,0.0,28.0,26.3,0.784,0.364,0.364,7.8,11.0,9.5,0.0,1.7,3.0,7.3,21.6,0.1,0.0,0.2,0.277,3.7,0.3,4.0,0.0,,ennisja01
522.0,James Ennis III,31,DEN,SF,3.0,0.0,14.0,3.7,0.311,0.333,0.167,8.2,7.7,8.0,29.8,0.0,0.0,13.4,23.3,0.0,0.0,0.0,-0.134,-7.2,-4.0,-11.1,0.0,,ennisja01
523.0,DJ Wilson,25,TOR,PF,4.0,1.0,54.0,27.9,0.773,0.133,0.667,1.9,31.8,16.1,14.6,4.6,1.8,9.3,17.0,0.2,0.1,0.4,0.328,1.8,3.2,5.0,0.1,,wilsodj01
524.0,Myles Powell,24,PHI,PG,11.0,0.0,52.0,0.2,0.364,0.353,0.118,2.2,10.6,6.4,8.0,1.0,0.0,14.4,18.0,-0.2,0.0,-0.1,-0.109,-10.5,-2.2,-12.7,-0.1,,powelmy01
525.0,Mason Jones,23,LAL,SG,4.0,0.0,51.0,17.8,0.625,0.267,1.0,2.1,18.9,10.5,10.9,1.9,0.0,4.4,19.0,0.2,0.0,0.2,0.201,-1.2,0.3,-0.9,0.0,,jonesma05
526.0,Tremont Waters,24,2TM,PG,3.0,0.0,50.0,5.4,0.357,0.643,0.0,0.0,9.2,4.3,18.2,5.0,0.0,22.2,15.5,-0.1,0.1,0.0,-0.042,-7.8,0.1,-7.7,-0.1,,watertr01
526.0,Tremont Waters,24,TOR,PG,2.0,0.0,42.0,5.1,0.333,0.75,0.0,0.0,10.9,5.2,21.7,4.8,0.0,25.0,16.3,-0.1,0.1,-0.1,-0.061,-7.5,-0.6,-8.1,-0.1,,watertr01
526.0,Tremont Waters,24,WAS,PG,1.0,0.0,8.0,7.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,11.1,0.0,0.0,0.0,0.058,-9.4,4.0,-5.4,0.0,,watertr01
527.0,Cameron McGriff,24,POR,SF,3.0,0.0,46.0,12.5,0.47,0.429,0.143,13.8,22.3,17.9,9.4,0.0,2.1,0.0,14.0,0.1,0.0,0.1,0.097,-1.0,-3.0,-4.0,0.0,,mcgrica01
528.0,Miye Oni,24,UTA,SG,16.0,0.0,44.0,0.4,0.265,0.889,0.111,2.6,14.4,8.7,14.2,0.0,0.0,9.6,10.3,-0.1,0.0,0.0,-0.032,-7.6,-0.3,-7.9,-0.1,,onimi01
529.0,Gabriel Lundberg,27,PHO,SG,4.0,0.0,44.0,7.7,0.342,0.421,0.0,5.0,11.9,8.5,31.5,3.3,0.0,13.6,21.5,-0.1,0.1,0.0,-0.005,-5.3,0.5,-4.8,0.0,,lundbga01
530.0,Vernon Carey Jr,20,2TM,C,7.0,1.0,44.0,15.8,0.534,0.0,1.0,19.9,9.8,14.8,0.0,2.2,1.9,13.8,21.6,0.0,0.0,0.1,0.068,-3.0,-4.5,-7.5,-0.1,,careyve01
530.0,Vernon Carey Jr,20,CHO,C,4.0,1.0,17.0,17.2,0.546,0.0,0.5,18.4,12.6,15.6,0.0,2.8,0.0,12.0,20.8,0.0,0.0,0.0,0.099,-2.8,-5.2,-8.0,0.0,,careyve01
530.0,Vernon Carey Jr,20,WAS,C,3.0,0.0,27.0,15.0,0.526,0.0,1.429,20.8,8.1,14.4,0.0,1.8,3.1,14.9,22.1,0.0,0.0,0.0,0.049,-3.2,-4.1,-7.3,0.0,,careyve01
531.0,Jared Harper,24,NOP,PG,5.0,0.0,43.0,36.9,0.666,0.462,0.154,5.0,0.0,2.6,64.1,4.6,2.2,6.7,29.7,0.3,0.1,0.4,0.422,14.2,3.1,17.3,0.2,,harpeja01
532.0,Cameron Oliver,25,ATL,SF,2.0,0.0,43.0,21.4,0.705,0.2,0.2,5.1,10.1,7.6,11.1,1.1,2.1,0.0,16.6,0.2,0.0,0.2,0.219,2.3,-0.5,1.7,0.0,,oliveca01
533.0,Robert Woodard II,22,SAC,SF,12.0,0.0,42.0,2.1,0.207,0.25,0.125,12.8,15.7,14.3,9.0,1.1,2.1,5.6,18.3,-0.2,0.0,-0.1,-0.147,-6.8,-3.6,-10.4,-0.1,,woodaro01
534.0,Sharife Cooper,20,ATL,PG,13.0,0.0,39.0,-5.4,0.25,0.429,0.0,0.0,14.0,7.0,16.3,0.0,0.0,26.3,21.3,-0.2,0.0,-0.2,-0.297,-11.3,-5.0,-16.3,-0.1,,coopesh01
535.0,Cassius Winston,23,WAS,PG,7.0,0.0,39.0,6.0,0.549,0.545,0.364,0.0,2.8,1.4,24.4,0.0,0.0,19.0,18.0,0.0,0.0,0.0,0.015,-5.9,-3.5,-9.3,-0.1,,winstca01
536.0,Xavier Sneed,24,2TM,SF,9.0,0.0,39.0,0.4,0.25,0.8,0.0,5.5,10.9,8.3,3.3,0.0,0.0,0.0,11.0,-0.1,0.0,0.0,-0.056,-6.9,-3.7,-10.6,-0.1,,sneedxa01
536.0,Xavier Sneed,24,MEM,SF,2.0,0.0,8.0,-7.1,0.0,1.0,0.0,12.8,13.4,13.1,0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,-0.143,-14.5,-5.5,-19.9,0.0,,sneedxa01
536.0,Xavier Sneed,24,UTA,SF,7.0,0.0,31.0,2.4,0.313,0.75,0.0,3.7,10.3,7.1,4.1,0.0,0.0,0.0,11.2,0.0,0.0,0.0,-0.033,-4.9,-3.3,-8.2,0.0,,sneedxa01
537.0,Nik Stauskas,28,2TM,SG,8.0,0.0,39.0,10.5,0.541,0.714,0.429,3.0,5.7,4.4,7.3,0.0,0.0,5.7,20.0,0.0,0.0,0.1,0.078,-0.9,-2.7,-3.6,0.0,,stausni01
537.0,Nik Stauskas,28,MIA,SG,2.0,0.0,24.0,13.1,0.564,0.5,0.5,4.8,9.3,7.1,6.0,0.0,0.0,0.0,18.1,0.1,0.0,0.1,0.142,0.0,-1.3,-1.3,0.0,,stausni01
537.0,Nik Stauskas,28,BOS,SG,6.0,0.0,15.0,6.2,0.509,1.0,0.333,0.0,0.0,0.0,9.4,0.0,0.0,12.7,23.1,0.0,0.0,0.0,-0.025,-2.4,-4.8,-7.3,0.0,,stausni01
538.0,Petr Cornelie,26,DEN,PF,13.0,0.0,38.0,9.6,0.418,0.533,0.267,21.3,19.9,20.6,10.8,1.3,2.4,19.3,24.0,-0.1,0.0,0.0,-0.015,-6.1,-2.7,-8.8,-0.1,,cornepe01
539.0,Darren Collison,34,LAL,PG,3.0,0.0,37.0,-0.2,0.286,0.429,0.0,0.0,11.6,5.8,6.8,1.3,0.0,12.5,9.3,-0.1,0.0,-0.1,-0.07,-10.0,-0.9,-10.9,-0.1,,collida01
540.0,Justin Jackson,26,2TM,SF,7.0,0.0,37.0,7.7,0.472,0.6,0.133,3.0,16.9,10.1,7.1,0.0,0.0,5.9,19.7,0.0,0.0,0.0,0.032,-2.2,-1.1,-3.3,0.0,,jacksju01
540.0,Justin Jackson,26,BOS,SF,1.0,0.0,2.0,22.7,0.532,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.4,0.0,0.0,0.0,0.251,1.9,-4.4,-2.5,0.0,,jacksju01
540.0,Justin Jackson,26,PHO,SF,6.0,0.0,35.0,6.8,0.464,0.643,0.0,3.1,17.9,10.7,7.5,0.0,0.0,6.7,18.4,0.0,0.0,0.0,0.019,-2.5,-0.9,-3.4,0.0,,jacksju01
541.0,Marko Simonovic,22,CHI,C,9.0,0.0,35.0,10.2,0.428,0.333,0.733,16.2,16.0,16.1,0.0,1.4,2.5,9.2,27.5,0.0,0.0,0.0,-0.011,-6.1,-5.0,-11.1,-0.1,,simonma01
542.0,Cheick Diallo,25,DET,C,3.0,0.0,31.0,12.3,0.517,0.0,0.75,13.3,29.4,20.9,0.0,1.6,0.0,8.6,16.1,0.0,0.0,0.1,0.108,-4.2,-3.3,-7.5,0.0,,diallch01
543.0,Micah Potter,23,DET,C,3.0,0.0,31.0,13.6,0.505,0.182,0.182,13.3,18.4,15.7,0.0,1.6,2.9,7.8,17.8,0.0,0.0,0.0,0.073,-4.0,-3.0,-7.1,0.0,,pottemi01
544.0,Juwan Morgan,24,2TM,PF,2.0,0.0,31.0,8.3,0.833,0.667,0.0,6.6,7.4,7.0,4.2,0.0,0.0,0.0,4.1,0.1,0.0,0.1,0.124,-3.3,-3.9,-7.1,0.0,,morgaju01
544.0,Juwan Morgan,24,TOR,PF,1.0,0.0,27.0,9.5,0.833,0.667,0.0,7.6,8.5,8.0,4.8,0.0,0.0,0.0,4.8,0.1,0.0,0.1,0.139,-3.2,-4.2,-7.3,0.0,,morgaju01
544.0,Juwan Morgan,24,BOS,PF,1.0,0.0,4.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.024,-4.0,-2.0,-6.0,0.0,,morgaju01
545.0,Jordan Schakel,23,WAS,SG,4.0,0.0,30.0,-1.2,0.21,0.545,0.182,7.5,21.8,14.8,0.0,1.6,0.0,7.8,19.1,-0.2,0.0,-0.1,-0.204,-8.6,-4.3,-13.0,-0.1,,schakjo01
546.0,Daniel Oturu,22,TOR,C,3.0,0.0,27.0,13.4,0.549,0.167,0.833,3.8,17.0,10.0,0.0,0.0,7.2,0.0,13.0,0.0,0.0,0.1,0.121,-2.7,-2.5,-5.2,0.0,,oturuda01
547.0,Deividas Sirvydis,21,DET,SG,3.0,0.0,27.0,0.1,0.15,0.7,0.0,0.0,25.3,12.0,4.9,5.4,3.3,0.0,15.9,-0.1,0.1,-0.1,-0.139,-10.8,2.2,-8.7,0.0,,sirvyde01
548.0,Mac McClung,23,2TM,SG,2.0,0.0,25.0,5.2,0.621,0.5,0.167,0.0,12.9,6.5,5.2,1.9,3.6,31.8,16.3,0.0,0.0,0.0,-0.043,-8.4,-1.2,-9.6,0.0,,mccluma01
548.0,Mac McClung,23,CHI,PG,1.0,0.0,3.0,8.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,29.4,0.0,0.0,0.0,-0.251,-6.9,-8.4,-15.3,0.0,,mccluma01
548.0,Mac McClung,23,LAL,SG,1.0,0.0,22.0,4.7,0.551,0.6,0.2,0.0,14.6,7.3,6.0,2.2,4.0,26.9,14.5,0.0,0.0,0.0,-0.015,-8.6,-0.2,-8.8,0.0,,mccluma01
549.0,Shaquille Harrison,28,BRK,SG,2.0,0.0,23.0,4.6,0.333,0.333,0.0,4.9,13.8,9.5,16.6,2.1,3.9,25.0,15.0,-0.1,0.0,0.0,-0.067,-9.0,0.6,-8.3,0.0,,harrish01
550.0,Carlik Jones,24,2TM,PG,5.0,0.0,23.0,-1.8,0.202,0.111,0.222,4.8,9.7,7.3,26.7,2.2,0.0,23.3,25.1,-0.2,0.0,-0.1,-0.285,-11.3,-4.2,-15.5,-0.1,,jonesca03
550.0,Carlik Jones,24,DAL,PG,3.0,0.0,19.0,-4.0,0.127,0.143,0.286,5.8,11.7,8.8,32.3,2.6,0.0,27.6,25.8,-0.2,0.0,-0.1,-0.338,-13.0,-4.3,-17.3,-0.1,,jonesca03
550.0,Carlik Jones,24,DEN,PG,2.0,0.0,4.0,8.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,0.0,0.0,0.0,-0.03,-3.0,-3.7,-6.7,0.0,,jonesca03
551.0,Chandler Hutchison,25,PHO,SF,6.0,0.0,22.0,1.0,0.694,0.0,1.0,0.0,23.8,12.2,10.5,0.0,0.0,58.1,13.5,-0.1,0.0,0.0,-0.086,-8.0,-0.5,-8.5,0.0,,hutchch01
552.0,Damyean Dotson,27,NYK,SG,2.0,0.0,21.0,6.4,0.5,0.25,0.0,0.0,10.4,5.1,6.9,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.045,-3.7,-1.2,-4.9,0.0,,dotsoda01
553.0,Gabe York,28,IND,SG,2.0,0.0,21.0,12.7,0.435,0.857,0.714,0.0,10.8,5.3,25.1,4.7,4.1,9.8,20.8,0.0,0.0,0.0,0.059,-3.7,2.2,-1.5,0.0,,yorkga01
554.0,Joel Ayayi,21,WAS,SG,7.0,0.0,20.0,3.4,0.167,0.167,0.0,5.6,10.9,8.3,25.4,0.0,0.0,0.0,13.3,0.0,0.0,0.0,-0.098,-4.3,-1.7,-6.0,0.0,,ayayijo01
555.0,Jay Huff,23,LAL,C,4.0,0.0,20.0,0.6,0.0,0.667,0.0,5.4,16.1,10.8,5.9,2.4,4.5,25.0,8.6,-0.1,0.0,0.0,-0.117,-8.3,0.9,-7.4,0.0,,huffja01
556.0,McKinley Wright IV,23,MIN,PG,5.0,0.0,19.0,9.5,0.833,0.667,0.0,0.0,0.0,0.0,20.9,0.0,0.0,25.0,8.8,0.0,0.0,0.0,0.092,-1.4,-2.8,-4.2,0.0,,wrighmc01
557.0,George King,28,DAL,SF,4.0,0.0,19.0,-12.3,0.085,0.8,0.4,0.0,29.3,14.6,0.0,0.0,0.0,14.5,16.3,-0.1,0.0,-0.1,-0.296,-16.5,-3.5,-20.1,-0.1,,kingge03
558.0,Norvel Pelle,28,UTA,C,3.0,0.0,19.0,12.2,0.6,0.0,0.0,17.9,16.7,17.3,0.0,0.0,4.6,28.6,16.0,0.0,0.0,0.0,0.038,-3.0,-4.1,-7.1,0.0,,pelleno01
559.0,Wayne Selden,27,NYK,SG,3.0,0.0,19.0,4.3,0.434,0.5,1.0,0.0,5.8,2.8,7.2,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.016,-4.3,-1.6,-5.9,0.0,,seldewa01
560.0,Craig Sword,28,WAS,SG,3.0,0.0,19.0,14.2,0.75,0.25,0.0,0.0,0.0,0.0,7.7,10.4,0.0,20.0,11.7,0.0,0.0,0.1,0.158,-8.6,10.0,1.4,0.0,,swordcr01
561.0,Eugene Omoruyi,24,DAL,SF,4.0,0.0,18.0,17.0,0.518,0.4,0.8,12.3,30.9,21.6,15.8,0.0,0.0,0.0,16.9,0.1,0.0,0.1,0.201,3.3,0.7,4.0,0.0,,omorueu01
562.0,Emanuel Terry,25,PHO,PF,3.0,0.0,18.0,-0.1,0.0,0.0,0.0,48.9,40.6,44.7,12.2,2.7,0.0,50.0,23.9,-0.1,0.0,-0.1,-0.256,-13.0,-5.3,-18.3,-0.1,,terryem01
